,Bat1,Runs,BF,SR,4s,6s,Opposition,Ground,Batsman
7755,2,2,5,40.0,0,0,India,Chennai,Nathan Coulter-Nile
7756,8,8,20,40.0,0,0,India,Kolkata,Nathan Coulter-Nile
7757,-1,0,0,0.0,0,0,India,Indore,Nathan Coulter-Nile
7758,-1,0,0,0.0,0,0,India,Bengaluru,Nathan Coulter-Nile
7759,0.0,0,1,0.0,0,0,India,Nagpur,Nathan Coulter-Nile
7760,34,34,31,109.67,5,1,South Africa,Perth,Nathan Coulter-Nile
7761,28.0,28,27,103.7,3,0,India,Hyderabad (Deccan),Nathan Coulter-Nile
7762,4,4,4,100.0,0,0,India,Nagpur,Nathan Coulter-Nile
7763,-1,0,0,0.0,0,0,Pakistan,Sharjah,Nathan Coulter-Nile
7764,-1,0,0,0.0,0,0,Pakistan,Sharjah,Nathan Coulter-Nile
7765,2*,2,2,100.0,0,0,Pakistan,Dubai (DSC),Nathan Coulter-Nile
7766,0.0,0,1,0.0,0,0,Sri Lanka,Adelaide,Nathan Lyon
7767,4*,4,5,80.0,1,0,West Indies,Kingstown,Nathan Lyon
7770,-1,0,0,0.0,0,0,South Africa,Harare,Nathan Lyon
7771,0*,0,0,0.0,0,0,South Africa,Harare,Nathan Lyon
7772,-1,0,0,0.0,0,0,Pakistan,Sharjah,Nathan Lyon
7773,-1,0,0,0.0,0,0,Pakistan,Dubai (DSC),Nathan Lyon
7774,-1,0,0,0.0,0,0,India,Canberra,Nathan Lyon
7775,-1,0,0,0.0,0,0,India,Sydney,Nathan Lyon
7776,-1,0,0,0.0,0,0,West Indies,Providence,Nathan Lyon
7777,30.0,30,31,96.77,4,0,South Africa,Providence,Nathan Lyon
7778,4*,4,6,66.66,0,0,Sri Lanka,Colombo (RPS),Nathan Lyon
7779,3*,3,3,100.0,0,0,England,Chester-le-Street,Nathan Lyon
7780,1,1,10,10.0,0,0,England,Manchester,Nathan Lyon
7781,-1,0,0,0.0,0,0,India,Sydney,Nathan Lyon
7782,12*,12,5,240.0,1,1,India,Adelaide,Nathan Lyon
7783,6*,6,6,100.0,1,0,India,Nagpur,Nathan Lyon
7784,-1,0,0,0.0,0,0,India,Ranchi,Nathan Lyon
7785,1*,1,3,33.33,0,0,India,Delhi,Nathan Lyon
7786,-1,0,0,0.0,0,0,Pakistan,Sharjah,Nathan Lyon
7787,-1,0,0,0.0,0,0,Pakistan,Sharjah,Nathan Lyon
7788,-1,0,0,0.0,0,0,Pakistan,Abu Dhabi,Nathan Lyon
7789,-1,0,0,0.0,0,0,Pakistan,Dubai (DSC),Nathan Lyon
7790,-1,0,0,0.0,0,0,Pakistan,Dubai (DSC),Nathan Lyon
7791,0.0,0,4,0.0,0,0,England,Bridgetown,Nicholas Pooran 
7805,9,9,8,112.5,1,0,Pakistan,Sharjah,Noor Ali Zadran
7806,44.0,44,63,69.84,7,0,Pakistan,Fatullah,Noor Ali Zadran
7807,21,21,41,51.21,2,0,Sri Lanka,Dhaka,Noor Ali Zadran
7808,31,31,35,88.57,6,0,India,Dhaka,Noor Ali Zadran
7834,5.0,5,15,33.33,0,0,West Indies,Gros Islet,Noor Ali Zadran
7835,8,8,14,57.14,1,0,West Indies,Gros Islet,Noor Ali Zadran
7836,-1,0,0,0.0,0,0,West Indies,Gros Islet,Noor Ali Zadran
7839,-1,0,0,0.0,0,0,India,Colombo (RPS),Nuwan Pradeep
7840,0*,0,0,0.0,0,0,India,Pallekele,Nuwan Pradeep
7841,-1,0,0,0.0,0,0,Pakistan,Pallekele,Nuwan Pradeep
7842,3*,3,3,100.0,0,0,Pakistan,Colombo (RPS),Nuwan Pradeep
7843,0*,0,2,0.0,0,0,Pakistan,Colombo (RPS),Nuwan Pradeep
7844,-1,0,0,0.0,0,0,New Zealand,Nelson,Nuwan Pradeep
7845,0*,0,1,0.0,0,0,New Zealand,Mount Maunganui,Nuwan Pradeep
7847,-1,0,0,0.0,0,0,England,Nottingham,Nuwan Pradeep
7848,-1,0,0,0.0,0,0,England,Birmingham,Nuwan Pradeep
7849,2*,2,2,100.0,0,0,England,Bristol,Nuwan Pradeep
7850,-1,0,0,0.0,0,0,England,The Oval,Nuwan Pradeep
7851,7,7,8,87.5,1,0,England,Cardiff,Nuwan Pradeep
7853,0*,0,4,0.0,0,0,West Indies,Harare,Nuwan Pradeep
7854,-1,0,0,0.0,0,0,West Indies,Bulawayo,Nuwan Pradeep
7855,0.0,0,1,0.0,0,0,Bangladesh,Dambulla,Nuwan Pradeep
7856,5.0,5,12,41.66,1,0,South Africa,The Oval,Nuwan Pradeep
7857,-1,0,0,0.0,0,0,India,The Oval,Nuwan Pradeep
7858,1,1,3,33.33,0,0,Pakistan,Cardiff,Nuwan Pradeep
7862,-1,0,0,0.0,0,0,India,Dharamsala,Nuwan Pradeep
7863,-1,0,0,0.0,0,0,India,Mohali,Nuwan Pradeep
7864,0*,0,11,0.0,0,0,India,Visakhapatnam,Nuwan Pradeep
7865,0*,0,5,0.0,0,0,Bangladesh,Dhaka,Nuwan Pradeep
7867,-1,0,0,0.0,0,0,England,Dambulla,Nuwan Pradeep
7868,-1,0,0,0.0,0,0,England,Dambulla,Nuwan Pradeep
7869,-1,0,0,0.0,0,0,England,Pallekele,Nuwan Pradeep
7870,6*,6,3,200.0,0,1,New Zealand,Mount Maunganui,Nuwan Pradeep
7871,3*,3,5,60.0,0,0,New Zealand,Mount Maunganui,Nuwan Pradeep
7872,0.0,0,3,0.0,0,0,New Zealand,Nelson,Nuwan Pradeep
7873,-1,0,0,0.0,0,0,India,Nagpur,Oshane Thomas
7874,-1,0,0,0.0,0,0,India,Kolkata,Oshane Thomas
7875,-1,0,0,0.0,0,0,India,Delhi,Oshane Thomas
7876,-1,0,0,0.0,0,0,Bangladesh,Dhaka,Oshane Thomas
7877,-1,0,0,0.0,0,0,India,Dhaka,Oshane Thomas
7878,0*,0,8,0.0,0,0,India,Dhaka,Oshane Thomas
7879,0*,0,0,0.0,0,0,England,The Oval,Oshane Thomas
7880,-1,0,0,0.0,0,0,England,Leeds,Oshane Thomas
7881,-1,0,0,0.0,0,0,England,Lord's,Oshane Thomas
7882,1*,1,3,33.33,0,0,England,Nottingham,Oshane Thomas
7883,0*,0,2,0.0,0,0,Australia,Pallekele,Oshane Thomas
7884,0.0,0,2,0.0,0,0,Pakistan,Dubai (DSC),Oshane Thomas
7885,0*,0,0,0.0,0,0,India,Dhaka,Oshane Thomas
7886,0.0,0,4,0.0,0,0,Pakistan,Dhaka,Oshane Thomas
7887,0.0,0,1,0.0,0,0,Bangladesh,Dhaka,Oshane Thomas
7888,1,1,5,20.0,0,0,India,Port of Spain,Oshane Thomas
7889,-1,0,0,0.0,0,0,South Africa,Colombo (RPS),Oshane Thomas
7890,1*,1,1,100.0,0,0,Pakistan,Sharjah,Oshane Thomas
7891,2*,2,11,18.18,0,0,Pakistan,Abu Dhabi,Oshane Thomas
7892,-1,0,0,0.0,0,0,Pakistan,Abu Dhabi,Oshane Thomas
7893,-1,0,0,0.0,0,0,Bangladesh,Dhaka,Oshane Thomas
7894,-1,0,0,0.0,0,0,Pakistan,Fatullah,Oshane Thomas
7895,-1,0,0,0.0,0,0,Afghanistan,Dhaka,Oshane Thomas
7896,-1,0,0,0.0,0,0,Bangladesh,Dhaka,Oshane Thomas
7897,-1,0,0,0.0,0,0,Pakistan,Dhaka,Oshane Thomas
7899,4*,4,5,80.0,0,0,England,The Oval,Oshane Thomas
7900,-1,0,0,0.0,0,0,England,Pallekele,Oshane Thomas
7901,-1,0,0,0.0,0,0,England,Colombo (RPS),Oshane Thomas
7902,0.0,0,3,0.0,0,0,New Zealand,Dunedin,Oshane Thomas
7903,3,3,5,60.0,0,0,New Zealand,Dunedin,Oshane Thomas
7904,7*,7,17,41.17,0,0,New Zealand,Christchurch,Oshane Thomas
7905,-1,0,0,0.0,0,0,Afghanistan,Dunedin,Oshane Thomas
7906,-1,0,0,0.0,0,0,Bangladesh,Melbourne,Oshane Thomas
7907,-1,0,0,0.0,0,0,England,Wellington,Oshane Thomas
7908,-1,0,0,0.0,0,0,Pakistan,Dambulla,Oshane Thomas
7909,1*,1,3,33.33,0,0,Pakistan,Colombo (RPS),Oshane Thomas
7910,-1,0,0,0.0,0,0,Pakistan,Hambantota,Oshane Thomas
7911,1*,1,4,25.0,0,0,West Indies,Colombo (RPS),Oshane Thomas
7912,-1,0,0,0.0,0,0,West Indies,Colombo (RPS),Oshane Thomas
7913,-1,0,0,0.0,0,0,West Indies,Pallekele,Oshane Thomas
7914,8,8,9,88.88,0,0,New Zealand,Christchurch,Oshane Thomas
7916,7,7,8,87.5,0,0,England,Nottingham,Oshane Thomas
7917,-1,0,0,0.0,0,0,England,Birmingham,Oshane Thomas
7918,3*,3,4,75.0,0,0,England,Bristol,Oshane Thomas
7919,-1,0,0,0.0,0,0,England,The Oval,Oshane Thomas
7920,10.0,10,23,43.47,1,0,England,Cardiff,Oshane Thomas
7921,0.0,0,1,0.0,0,0,Australia,Pallekele,Oshane Thomas
7923,0.0,0,1,0.0,0,0,West Indies,Harare,Oshane Thomas
7925,-1,0,0,0.0,0,0,West Indies,Bulawayo,Oshane Thomas
7927,3,3,12,25.0,0,0,South Africa,Port Elizabeth,Oshane Thomas
7928,2*,2,5,40.0,0,0,South Africa,Durban,Oshane Thomas
7929,0.0,0,6,0.0,0,0,South Africa,Johannesburg,Oshane Thomas
7930,20*,20,28,71.42,1,1,South Africa,Centurion,Oshane Thomas
7931,8,8,9,88.88,1,0,Bangladesh,Dambulla,Oshane Thomas
7932,0.0,0,1,0.0,0,0,Bangladesh,Dambulla,Oshane Thomas
7933,2*,2,1,200.0,0,0,Bangladesh,Colombo (SSC),Oshane Thomas
7934,0.0,0,3,0.0,0,0,South Africa,The Oval,Oshane Thomas
7935,-1,0,0,0.0,0,0,India,The Oval,Oshane Thomas
7936,26,26,34,76.47,3,0,Pakistan,Cardiff,Oshane Thomas
7937,7*,7,9,77.77,1,0,Pakistan,Dubai (DSC),Oshane Thomas
7938,1,1,2,50.0,0,0,Pakistan,Abu Dhabi,Oshane Thomas
7939,23*,23,30,76.66,3,0,Pakistan,Sharjah,Oshane Thomas
7940,-1,0,0,0.0,0,0,India,Dharamsala,Oshane Thomas
7941,11*,11,22,50.0,0,0,India,Mohali,Oshane Thomas
7942,1,1,2,50.0,0,0,India,Visakhapatnam,Oshane Thomas
7944,1,1,6,16.66,0,0,Bangladesh,Dhaka,Oshane Thomas
7946,-1,0,0,0.0,0,0,Bangladesh,Dhaka,Oshane Thomas
7947,2,2,4,50.0,0,0,Bangladesh,Dhaka,Oshane Thomas
7948,5.0,5,16,31.25,1,0,South Africa,Dambulla,Oshane Thomas
7949,7,7,8,87.5,1,0,South Africa,Dambulla,Oshane Thomas
7950,12,12,15,80.0,1,0,South Africa,Pallekele,Oshane Thomas
7951,-1,0,0,0.0,0,0,South Africa,Pallekele,Oshane Thomas
7952,-1,0,0,0.0,0,0,South Africa,Colombo (RPS),Oshane Thomas
7953,20.0,20,25,80.0,1,1,Bangladesh,Dubai (DSC),Oshane Thomas
7954,-1,0,0,0.0,0,0,India,Guwahati,Oshane Thomas
7955,0.0,0,2,0.0,0,0,India,Thiruvananthapuram,Oshane Thomas
7956,0*,0,2,0.0,0,0,Bangladesh,Dhaka,Oshane Thomas
7957,-1,0,0,0.0,0,0,Bangladesh,Dhaka,Oshane Thomas
7958,-1,0,0,0.0,0,0,England,Bridgetown,Oshane Thomas
7959,-1,0,0,0.0,0,0,England,Bridgetown,Oshane Thomas
7960,-1,0,0,0.0,0,0,England,St George's,Oshane Thomas
7961,0.0,0,1,0.0,0,0,England,St George's,Oshane Thomas
7962,-1,0,0,0.0,0,0,England,Gros Islet,Oshane Thomas
7963,-1,0,0,0.0,0,0,South Africa,Centurion,Pat Cummins 
7964,11*,11,8,137.5,1,0,South Africa,Port Elizabeth,Pat Cummins 
7965,6*,6,10,60.0,1,0,South Africa,Durban,Pat Cummins 
7967,4,4,4,100.0,1,0,England,Lord's,Pat Cummins 
7968,1*,1,1,100.0,0,0,South Africa,Melbourne,Pat Cummins 
7969,0.0,0,4,0.0,0,0,South Africa,Sydney,Pat Cummins 
7970,-1,0,0,0.0,0,0,England,Sydney,Pat Cummins 
7971,-1,0,0,0.0,0,0,India,Melbourne,Pat Cummins 
7972,-1,0,0,0.0,0,0,England,Hobart,Pat Cummins 
7973,7*,7,30,23.33,1,0,New Zealand,Auckland,Pat Cummins 
7976,-1,0,0,0.0,0,0,England,Southampton,Pat Cummins 
7977,-1,0,0,0.0,0,0,England,Lord's,Pat Cummins 
7978,5.0,5,5,100.0,0,0,England,Manchester,Pat Cummins 
7979,-1,0,0,0.0,0,0,England,Leeds,Pat Cummins 
7980,-1,0,0,0.0,0,0,England,Manchester,Pat Cummins 
7981,0*,0,1,0.0,0,0,New Zealand,Sydney,Pat Cummins 
7982,-1,0,0,0.0,0,0,New Zealand,Canberra,Pat Cummins 
7983,-1,0,0,0.0,0,0,New Zealand,Melbourne,Pat Cummins 
7984,15,15,32,46.87,0,0,Pakistan,Brisbane,Pat Cummins 
7985,0.0,0,3,0.0,0,0,Pakistan,Melbourne,Pat Cummins 
7986,-1,0,0,0.0,0,0,Pakistan,Perth,Pat Cummins 
7987,-1,0,0,0.0,0,0,Pakistan,Sydney,Pat Cummins 
7988,1*,1,1,100.0,0,0,Pakistan,Adelaide,Pat Cummins 
7989,36.0,36,28,128.57,5,1,New Zealand,Auckland,Pat Cummins 
7990,27,27,35,77.14,1,2,New Zealand,Hamilton,Pat Cummins 
7991,-1,0,0,0.0,0,0,New Zealand,Birmingham,Pat Cummins 
7992,-1,0,0,0.0,0,0,Bangladesh,The Oval,Pat Cummins 
7993,4,4,7,57.14,0,0,England,Birmingham,Pat Cummins 
7994,9,9,7,128.57,1,0,India,Chennai,Pat Cummins 
7995,0.0,0,1,0.0,0,0,India,Kolkata,Pat Cummins 
7996,-1,0,0,0.0,0,0,India,Indore,Pat Cummins 
7997,-1,0,0,0.0,0,0,India,Bengaluru,Pat Cummins 
7998,2*,2,2,100.0,0,0,India,Nagpur,Pat Cummins 
7999,12,12,10,120.0,1,0,England,Melbourne,Pat Cummins 
8000,1*,1,2,50.0,0,0,England,Sydney,Pat Cummins 
8001,3,3,9,33.33,0,0,England,Adelaide,Pat Cummins 
8002,12,12,26,46.15,0,0,South Africa,Perth,Pat Cummins 
8003,3,3,8,37.5,0,0,South Africa,Adelaide,Pat Cummins 
8004,7*,7,12,58.33,1,0,South Africa,Hobart,Pat Cummins 
8005,0*,0,0,0.0,0,0,India,Hyderabad (Deccan),Pat Cummins 
8006,0.0,0,2,0.0,0,0,India,Nagpur,Pat Cummins 
8007,-1,0,0,0.0,0,0,India,Ranchi,Pat Cummins 
8008,-1,0,0,0.0,0,0,India,Mohali,Pat Cummins 
8009,15,15,8,187.5,2,0,India,Delhi,Pat Cummins 
8010,2*,2,4,50.0,0,0,Pakistan,Abu Dhabi,Pat Cummins 
8011,18,18,34,52.94,1,0,New Zealand,Paarl,Quinton de Kock 
8012,25.0,25,28,89.28,1,2,New Zealand,Kimberley,Quinton de Kock 
8013,31,31,38,81.57,4,0,New Zealand,Potchefstroom,Quinton de Kock 
8014,3,3,12,25.0,0,0,Pakistan,Benoni,Quinton de Kock 
8015,20.0,20,28,71.42,3,0,Sri Lanka,Pallekele,Quinton de Kock 
8016,8,8,9,88.88,2,0,Sri Lanka,Pallekele,Quinton de Kock 
8017,27,27,21,128.57,5,0,Sri Lanka,Colombo (RPS),Quinton de Kock 
8018,40.0,40,57,70.17,5,0,Pakistan,Abu Dhabi,Quinton de Kock 
8019,112.0,112,135,82.96,9,1,Pakistan,Abu Dhabi,Quinton de Kock 
8020,34,34,41,82.92,5,0,Pakistan,Sharjah,Quinton de Kock 
8021,19,19,24,79.16,3,0,Pakistan,Cape Town,Quinton de Kock 
8022,47,47,52,90.38,3,1,Pakistan,Port Elizabeth,Quinton de Kock 
8023,15,15,18,83.33,3,0,Pakistan,Centurion,Quinton de Kock 
8024,135.0,135,121,111.57,18,3,India,Johannesburg,Quinton de Kock 
8025,106.0,106,118,89.83,9,0,India,Durban,Quinton de Kock 
8026,101.0,101,120,84.16,9,2,India,Centurion,Quinton de Kock 
8027,27,27,35,77.14,3,1,Sri Lanka,Colombo (RPS),Quinton de Kock 
8028,4,4,6,66.66,1,0,Sri Lanka,Pallekele,Quinton de Kock 
8029,128.0,128,127,100.78,12,3,Sri Lanka,Hambantota,Quinton de Kock 
8033,19,19,18,105.55,2,0,Australia,Harare,Quinton de Kock 
8035,1,1,5,20.0,0,0,Australia,Harare,Quinton de Kock 
8037,7,7,7,100.0,1,0,Australia,Harare,Quinton de Kock 
8038,9,9,5,180.0,2,0,New Zealand,Mount Maunganui,Quinton de Kock 
8039,26,26,33,78.78,3,0,New Zealand,Mount Maunganui,Quinton de Kock 
8040,80*,80,94,85.1,11,0,New Zealand,Hamilton,Quinton de Kock 
8041,2,2,7,28.57,0,0,Australia,Perth,Quinton de Kock 
8042,4,4,8,50.0,1,0,Australia,Perth,Quinton de Kock 
8043,47,47,53,88.67,4,1,Australia,Canberra,Quinton de Kock 
8044,17,17,38,44.73,0,0,Australia,Melbourne,Quinton de Kock 
8045,107,107,123,86.99,14,0,Australia,Sydney,Quinton de Kock 
8046,4,4,7,57.14,1,0,West Indies,Centurion,Quinton de Kock 
8048,7,7,15,46.66,1,0,India,Melbourne,Quinton de Kock 
8049,12,12,19,63.15,3,0,West Indies,Sydney,Quinton de Kock 
8051,0.0,0,2,0.0,0,0,Pakistan,Auckland,Quinton de Kock 
8053,78*,78,57,136.84,12,0,Sri Lanka,Sydney,Quinton de Kock 
8054,14,14,17,82.35,2,0,New Zealand,Auckland,Quinton de Kock 
8055,35.0,35,41,85.36,5,0,Bangladesh,Dhaka,Quinton de Kock 
8056,2,2,9,22.22,0,0,Bangladesh,Dhaka,Quinton de Kock 
8057,7,7,8,87.5,1,0,Bangladesh,Chattogram,Quinton de Kock 
8058,29,29,33,87.87,5,0,India,Kanpur,Quinton de Kock 
8059,34,34,36,94.44,5,0,India,Indore,Quinton de Kock 
8060,103,103,118,87.28,11,1,India,Rajkot,Quinton de Kock 
8061,43,43,35,122.85,6,1,India,Chennai,Quinton de Kock 
8062,109.0,109,87,125.28,17,1,India,Mumbai,Quinton de Kock 
8063,138*,138,96,143.75,12,6,England,Bloemfontein,Quinton de Kock 
8064,22,22,33,66.66,4,0,England,Port Elizabeth,Quinton de Kock 
8065,135.0,135,117,115.38,16,4,England,Centurion,Quinton de Kock 
8066,27,27,42,64.28,4,0,England,Johannesburg,Quinton de Kock 
8067,4,4,17,23.52,1,0,England,Cape Town,Quinton de Kock 
8068,30.0,30,34,88.23,6,0,West Indies,Providence,Quinton de Kock 
8069,18,18,23,78.26,2,1,Australia,Providence,Quinton de Kock 
8070,19,19,29,65.51,3,0,Australia,Basseterre,Quinton de Kock 
8071,71,71,103,68.93,6,0,West Indies,Basseterre,Quinton de Kock 
8072,5*,5,5,100.0,1,0,Australia,Bridgetown,Quinton de Kock 
8073,6,6,6,100.0,1,0,West Indies,Bridgetown,Quinton de Kock 
8075,178,178,113,157.52,16,11,Australia,Centurion,Quinton de Kock 
8076,22,22,24,91.66,2,0,Australia,Johannesburg,Quinton de Kock 
8077,70.0,70,49,142.85,6,2,Australia,Durban,Quinton de Kock 
8078,18,18,14,128.57,3,0,Australia,Port Elizabeth,Quinton de Kock 
8079,12,12,18,66.66,0,0,Australia,Cape Town,Quinton de Kock 
8080,34,34,40,85.0,4,0,Sri Lanka,Port Elizabeth,Quinton de Kock 
8081,17,17,22,77.27,2,0,Sri Lanka,Durban,Quinton de Kock 
8082,8,8,11,72.72,1,0,Sri Lanka,Johannesburg,Quinton de Kock 
8083,55.0,55,46,119.56,7,2,Sri Lanka,Cape Town,Quinton de Kock 
8084,109.0,109,87,125.28,16,0,Sri Lanka,Centurion,Quinton de Kock 
8085,69,69,64,107.81,9,1,New Zealand,Hamilton,Quinton de Kock 
8086,57,57,65,87.69,6,0,New Zealand,Christchurch,Quinton de Kock 
8087,68.0,68,70,97.14,6,2,New Zealand,Wellington,Quinton de Kock 
8088,0.0,0,1,0.0,0,0,New Zealand,Hamilton,Quinton de Kock 
8089,6,6,10,60.0,1,0,New Zealand,Auckland,Quinton de Kock 
8090,5.0,5,13,38.46,0,0,England,Leeds,Quinton de Kock 
8091,98.0,98,103,95.14,11,0,England,Southampton,Quinton de Kock 
8092,34,34,39,87.17,4,0,England,Lord's,Quinton de Kock 
8093,23,23,42,54.76,2,0,Sri Lanka,The Oval,Quinton de Kock 
8094,33,33,49,67.34,2,0,Pakistan,Birmingham,Quinton de Kock 
8095,53,53,72,73.61,4,0,India,The Oval,Quinton de Kock 
8096,168*,168,145,115.86,21,2,Bangladesh,Kimberley,Quinton de Kock 
8097,46.0,46,61,75.4,1,0,Bangladesh,Paarl,Quinton de Kock 
8098,73,73,68,107.35,9,1,Bangladesh,East London,Quinton de Kock 
8099,34,34,49,69.38,4,0,India,Durban,Quinton de Kock 
8100,20.0,20,36,55.55,2,0,India,Centurion,Quinton de Kock 
8101,47,47,59,79.66,4,1,Sri Lanka,Dambulla,Quinton de Kock 
8102,87,87,78,111.53,13,1,Sri Lanka,Dambulla,Quinton de Kock 
8103,2,2,8,25.0,0,0,Sri Lanka,Pallekele,Quinton de Kock 
8104,23,23,13,176.92,3,1,Sri Lanka,Pallekele,Quinton de Kock 
8105,54.0,54,57,94.73,7,1,Sri Lanka,Colombo (RPS),Quinton de Kock 
8106,47,47,40,117.5,7,0,Australia,Perth,Quinton de Kock 
8107,9,9,12,75.0,1,0,Australia,Adelaide,Quinton de Kock 
8108,4,4,7,57.14,0,0,Australia,Hobart,Quinton de Kock 
8109,33,33,36,91.66,4,0,Pakistan,Centurion,Quinton de Kock 
8110,0.0,0,7,0.0,0,0,Pakistan,Johannesburg,Quinton de Kock 
8111,83,83,58,143.1,11,3,Pakistan,Cape Town,Quinton de Kock 
8112,81,81,72,112.5,11,0,Sri Lanka,Johannesburg,Quinton de Kock 
8113,94,94,70,134.28,17,1,Sri Lanka,Centurion,Quinton de Kock 
8114,121,121,108,112.03,16,2,Sri Lanka,Durban,Quinton de Kock 
8115,51,51,57,89.47,6,0,Sri Lanka,Port Elizabeth,Quinton de Kock 
8116,6,6,14,42.85,1,0,Sri Lanka,Cape Town,Quinton de Kock 
8121,9,9,23,39.13,1,0,India,Dhaka,Rahmat Shah
8131,71,71,93,76.34,2,3,Bangladesh,Dhaka,Rahmat Shah
8132,0.0,0,2,0.0,0,0,Bangladesh,Dhaka,Rahmat Shah
8133,36.0,36,73,49.31,1,0,Bangladesh,Dhaka,Rahmat Shah
8144,17,17,51,33.33,1,0,West Indies,Gros Islet,Rahmat Shah
8145,1,1,6,16.66,0,0,West Indies,Gros Islet,Rahmat Shah
8146,-1,0,0,0.0,0,0,West Indies,Gros Islet,Rahmat Shah
8158,68.0,68,109,62.38,5,1,West Indies,Harare,Rahmat Shah
8161,51,51,78,65.38,4,0,West Indies,Harare,Rahmat Shah
8165,72.0,72,90,80.0,5,0,Sri Lanka,Abu Dhabi,Rahmat Shah
8166,10.0,10,17,58.82,1,0,Bangladesh,Abu Dhabi,Rahmat Shah
8167,36.0,36,51,70.58,2,0,Pakistan,Abu Dhabi,Rahmat Shah
8168,1,1,9,11.11,0,0,Bangladesh,Abu Dhabi,Rahmat Shah
8169,3,3,4,75.0,0,0,India,Dubai (DSC),Rahmat Shah
8190,7,7,5,140.0,1,0,Bangladesh,Dhaka,Rashid Khan 
8191,5.0,5,14,35.71,0,0,Bangladesh,Dhaka,Rashid Khan 
8192,17,17,22,77.27,3,0,Bangladesh,Dhaka,Rashid Khan 
8203,-1,0,0,0.0,0,0,West Indies,Gros Islet,Rashid Khan 
8204,7,7,12,58.33,0,1,West Indies,Gros Islet,Rashid Khan 
8205,-1,0,0,0.0,0,0,West Indies,Gros Islet,Rashid Khan 
8217,13*,13,11,118.18,1,0,West Indies,Harare,Rashid Khan 
8220,-1,0,0,0.0,0,0,West Indies,Harare,Rashid Khan 
8224,13,13,6,216.66,2,0,Sri Lanka,Abu Dhabi,Rashid Khan 
8225,57*,57,32,178.12,8,1,Bangladesh,Abu Dhabi,Rashid Khan 
8226,-1,0,0,0.0,0,0,Pakistan,Abu Dhabi,Rashid Khan 
8227,5.0,5,4,125.0,0,0,Bangladesh,Abu Dhabi,Rashid Khan 
8228,12*,12,19,63.15,0,0,India,Dubai (DSC),Rashid Khan 
8235,93,93,101,92.07,6,3,Pakistan,Port Elizabeth,Rassie van der Dussen
8236,80*,80,123,65.04,9,0,Pakistan,Durban,Rassie van der Dussen
8237,-1,0,0,0.0,0,0,Pakistan,Centurion,Rassie van der Dussen
8238,18,18,31,58.06,1,0,Pakistan,Johannesburg,Rassie van der Dussen
8239,50*,50,61,81.96,0,3,Pakistan,Cape Town,Rassie van der Dussen
8240,32*,32,43,74.41,2,0,Sri Lanka,Johannesburg,Rassie van der Dussen
8241,2,2,4,50.0,0,0,Sri Lanka,Centurion,Rassie van der Dussen
8242,50.0,50,67,74.62,3,0,Sri Lanka,Durban,Rassie van der Dussen
8243,28*,28,37,75.67,2,0,Sri Lanka,Cape Town,Rassie van der Dussen
8244,60*,60,77,77.92,5,0,Sri Lanka,Colombo (RPS),Ravindra Jadeja
8245,0.0,0,1,0.0,0,0,West Indies,Kingston,Ravindra Jadeja
8246,7,7,12,58.33,1,0,West Indies,Kingston,Ravindra Jadeja
8247,5.0,5,13,38.46,0,0,Australia,Vadodara,Ravindra Jadeja
8248,-1,0,0,0.0,0,0,Australia,Nagpur,Ravindra Jadeja
8249,-1,0,0,0.0,0,0,Australia,Delhi,Ravindra Jadeja
8250,7,7,21,33.33,1,0,Australia,Mohali,Ravindra Jadeja
8251,23,23,17,135.29,3,0,Australia,Hyderabad (Deccan),Ravindra Jadeja
8252,57,57,103,55.33,6,0,Australia,Guwahati,Ravindra Jadeja
8253,30*,30,17,176.47,1,2,Sri Lanka,Rajkot,Ravindra Jadeja
8254,12*,12,6,200.0,2,0,Sri Lanka,Nagpur,Ravindra Jadeja
8255,-1,0,0,0.0,0,0,Sri Lanka,Cuttack,Ravindra Jadeja
8256,-1,0,0,0.0,0,0,Sri Lanka,Kolkata,Ravindra Jadeja
8257,-1,0,0,0.0,0,0,Sri Lanka,Delhi,Ravindra Jadeja
8258,39,39,34,114.7,3,1,Sri Lanka,Dhaka,Ravindra Jadeja
8259,-1,0,0,0.0,0,0,Bangladesh,Dhaka,Ravindra Jadeja
8260,-1,0,0,0.0,0,0,Sri Lanka,Dhaka,Ravindra Jadeja
8261,-1,0,0,0.0,0,0,Bangladesh,Dhaka,Ravindra Jadeja
8262,38,38,64,59.37,0,0,Sri Lanka,Dhaka,Ravindra Jadeja
8263,22,22,20,110.0,1,0,South Africa,Jaipur,Ravindra Jadeja
8264,-1,0,0,0.0,0,0,South Africa,Gwalior,Ravindra Jadeja
8265,36.0,36,35,102.85,2,1,South Africa,Ahmedabad,Ravindra Jadeja
8267,-1,0,0,0.0,0,0,Sri Lanka,Bulawayo,Ravindra Jadeja
8269,19,19,26,73.07,0,1,Sri Lanka,Harare,Ravindra Jadeja
8270,-1,0,0,0.0,0,0,Bangladesh,Dambulla,Ravindra Jadeja
8271,6,6,9,66.66,0,0,Pakistan,Dambulla,Ravindra Jadeja
8272,0.0,0,1,0.0,0,0,Sri Lanka,Dambulla,Ravindra Jadeja
8273,25*,25,27,92.59,1,0,Sri Lanka,Dambulla,Ravindra Jadeja
8274,20.0,20,44,45.45,2,0,New Zealand,Dambulla,Ravindra Jadeja
